79,-0.071562,-0.146157,-0.077050,0.581228,0.215348,0.441298,0.215315,0.000000,0.000000,0.000000,0.030382,0.054406,-0.145014,-0.009219,0.370479,0.339741,0.551036,0.405773,0.000000,0.000000,0.000000,0.123224
5,-0.132643,-0.137941,-0.036776,0.628275,0.242351,0.456154,0.409699,0.000000,0.000000,0.000000,0.020175,0.056593,-0.124922,-0.018819,0.395663,0.370357,0.506235,0.499561,0.000000,0.000000,0.000000,0.232821
72,-0.149521,0.027397,-0.023916,0.468847,0.523365,0.519358,0.043720,0.294343,0.000000,0.020088,0.040589,0.086821,0.004964,-0.018372,0.419626,0.489502,0.517502,0.101786,0.000000,0.000000,0.000000,0.273372
6,-0.112417,-0.127449,-0.024050,0.534815,0.247209,0.502451,0.228050,0.010099,0.000000,0.011853,0.020175,0.052128,-0.126753,-0.006227,0.374239,0.400290,0.561962,0.407428,0.000000,0.000000,0.000000,0.044062
59,-0.163452,0.022932,-0.054055,0.457042,0.531617,0.501352,0.000000,0.053536,0.000000,0.030260,0.036053,0.096109,0.018449,-0.048600,0.406638,0.456224,0.534275,0.000000,0.000000,0.000000,0.000000,0.007599
36,-0.138894,-0.141737,-0.049099,0.616800,0.187027,0.438441,0.154989,0.000000,0.000000,0.011853,0.000000,0.054807,-0.145818,-0.005781,0.412241,0.309540,0.532920,0.394187,0.000000,0.000000,0.000000,0.128704
17,-0.097772,-0.135977,-0.112680,0.588284,0.215104,0.440004,0.292398,0.000000,0.000000,0.000000,0.028114,-0.046190,0.204102,-0.001182,0.379440,0.558742,0.660183,0.826719,0.000000,0.731788,0.049804,0.322690
42,-0.109470,-0.130976,-0.052403,0.611795,0.243620,0.443873,0.364790,0.010099,0.000000,0.011369,0.019041,0.028955,-0.113045,-0.009665,0.438231,0.370357,0.493814,0.394739,0.000000,0.000000,0.000000,0.249808
26,-0.161666,0.027040,-0.042669,0.441929,0.551979,0.493545,0.000000,0.024578,0.000000,0.031229,0.030382,0.105976,0.016439,-0.042617,0.420859,0.486084,0.510361,0.047168,0.000000,0.000000,0.000000,0.175282
92,-0.094155,-0.127404,-0.097321,0.612943,0.232902,0.426307,0.282344,0.000000,0.000000,0.000000,0.010534,0.037707,-0.140907,-0.024936,0.378304,0.303168,0.550926,0.377636,0.000000,0.000000,0.000000,0.043218
18,-0.164032,0.020967,-0.061378,0.426731,0.557106,0.494278,0.140242,0.191467,0.000000,0.000000,0.000000,0.098386,0.028584,-0.060387,0.432578,0.465624,0.534703,0.118889,0.000000,0.000000,0.000000,0.320498
38,-0.137912,-0.136021,-0.035883,0.616263,0.186441,0.439601,0.161691,0.000000,0.000000,0.010400,0.000000,0.055299,-0.146756,-0.007031,0.411814,0.311835,0.533348,0.394187,0.000000,0.000000,0.000000,0.134184
0,-0.126794,-0.135888,-0.038963,0.631400,0.244255,0.455715,0.454609,0.000000,0.000000,0.000000,0.036053,0.033286,-0.122154,-0.019533,0.401157,0.371212,0.504135,0.503975,0.000000,0.000000,0.000000,0.227889
34,0.006753,0.368253,-0.016906,0.533863,0.751350,0.350096,1.000000,0.565632,0.000000,0.482676,0.305979,-0.032394,0.340954,-0.022792,0.358016,0.647075,0.665371,0.930439,0.000000,0.000000,0.000000,0.089249
78,-0.163853,-0.133610,-0.040080,0.642546,0.203604,0.426380,0.222018,0.000000,0.000000,0.031229,0.047394,0.043332,0.237679,0.022036,0.237870,0.667339,0.668056,1.000000,0.000000,0.259892,0.441961,0.932049
69,-0.155504,0.020878,-0.032266,0.465172,0.519898,0.519028,0.034336,0.345400,0.000000,0.024932,0.036053,0.079097,0.007197,-0.019086,0.422788,0.485839,0.525828,0.103442,0.000000,0.000000,0.000000,0.282139
54,-0.108800,-0.125707,-0.044500,0.611185,0.273235,0.442079,0.305804,0.070301,0.000000,0.002165,0.024711,0.034581,-0.131753,-0.007477,0.422178,0.339863,0.490335,0.367154,0.000000,0.000000,0.000000,0.325978
76,-0.085716,-0.115884,-0.041642,0.486084,0.404392,0.503500,0.478069,0.000000,0.000000,0.000000,0.000000,0.074007,-0.158231,-0.010558,0.381845,0.354707,0.511911,0.367705,0.000000,0.000000,0.000000,0.142403
3,-0.094066,-0.136513,-0.048027,0.597806,0.241154,0.458400,0.188503,0.000000,0.000000,0.000000,0.000000,-0.063738,0.307020,0.032082,0.269671,0.641288,0.711722,1.000000,0.000000,0.202826,0.635294,0.952873
9,-0.095227,-0.135262,-0.048518,0.596707,0.247404,0.455068,0.184481,0.000000,0.000000,0.000000,0.000000,0.025517,-0.133048,-0.022078,0.434898,0.332832,0.505148,0.334052,0.000000,0.000000,0.000000,0.265152
13,-0.107416,-0.127449,-0.069995,0.608329,0.234758,0.454006,0.342670,0.051250,0.000000,0.030260,0.030382,0.044449,-0.134968,-0.009621,0.413511,0.340107,0.512571,0.449909,0.000000,0.000000,0.000000,0.232821
60,-0.166756,0.026772,-0.052983,0.457420,0.522950,0.503671,0.000000,0.077159,0.000000,0.021541,0.030382,0.115085,0.004741,-0.041992,0.405893,0.454588,0.535130,0.000000,0.000000,0.000000,0.000000,0.015819
29,-0.061605,0.044007,-0.057627,0.792343,0.644804,0.333580,0.040369,0.000000,0.000000,0.045760,0.001014,-0.000335,-0.100231,-0.066058,0.283282,0.430857,0.603345,1.000000,1.000000,1.000000,0.389020,0.842180
